skill,score,digital_assign,mod,lv.mod,ht_df,order
Digitizing software,228.23459871941319,1,General office,Workforce digital skills,Non-High-tech skills,1
Dilution systems,418.4150864149675,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Dimmers,357.32127998956,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Diode lasers,217.2801946218341,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Dip tanks,185.7574830191602,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Dipping tanks,292.4185053935767,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Direct motion computer numerically controlled CNC software,181.6703197436304,1,Trades,Industrial modelling & geospatial skills,Non-High-tech skills,1
Discriminators,82.07173661405604,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Dishwashing machines,355.424510149069,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Disk grinders,379.5682588711206,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Dispensing of medications,261.86826541924296,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Displacement transducers,62.7149503418848,1,Trades,Industrial modelling & geospatial skills,Non-High-tech skills,1
Display advertising,124.56666390979565,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Disposal units,365.0839322143265,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Dissolved oxygen meters,106.17131114219012,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Dissolved oxygen test kits,95.6815053652588,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Distance meters,52.8882491949899,1,General office,Industrial modelling & geospatial skills,Non-High-tech skills,1
Distillation columns,181.74382934885503,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Distillation equipment,180.01751677982963,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Distillation systems,134.93863958684207,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Distillation units,318.7899206076918,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Distributed control system DCS,178.4794529215848,1,Trades,Industrial modelling & geospatial skills,Non-High-tech skills,1
Dock boards,368.249153904551,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Document binding equipment,116.121072750304,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Document creation software,82.63170168373877,1,General office,Workforce digital skills,Non-High-tech skills,1
Document imaging software,224.17846559401005,1,General office,Workforce digital skills,Non-High-tech skills,1
Document management system software,133.95603472519167,1,General office,Workforce digital skills,Non-High-tech skills,1
Document scanners,176.26004921096686,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Dolls,197.91132228140913,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Dolly blocks,195.679129960287,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Domestic sewing machines,322.44448684103355,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Domestic washers,426.4236075006017,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Dosimeters,169.9707570942807,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Double deckers,244.90105713304774,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Dough dividers,398.10388102530095,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Dough sheeters,381.61546550020955,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Downriggers,179.03115460106326,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Draft gauges,207.406332371201,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Drafting kits,80.12638205721059,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Drafting software,92.98229812048857,1,General office,Industrial modelling & geospatial skills,Non-High-tech skills,1
Drafting templates,298.8241511087599,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Drag conveyors,142.04879549271942,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Dragline cranes,378.05870796189606,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Draglines,308.58153481824314,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Drain augers,387.09660149160015,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Drain cleaning machines,428.417156477295,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Drainage tubes,338.8976575177042,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Drawing and drafting software,78.80689844416835,1,General office,Industrial modelling & geospatial skills,Non-High-tech skills,1
Drawing software,84.30170346781298,1,General office,Industrial modelling & geospatial skills,Non-High-tech skills,1
Dredges,323.73572880346745,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Dress forms,188.42705876335043,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Drift pins,341.2218669544858,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Drill grinders,140.846745749536,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Drill presses,247.99436847070632,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Drink dispensers,329.10768037745675,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Driving simulators,106.05804889284866,1,General office,Workforce digital skills,Non-High-tech skills,1
Drogues,261.4417903243451,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Drop cloths,382.2818846175215,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Drop hammers,321.846846670939,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Drop tables,240.91746592447385,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Dropbox,147.3314565786463,1,General office,Workforce digital skills,Non-High-tech skills,1
Drum rollers,407.8545856194066,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Drum sanders,325.8485752034704,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Dry cleaning equipment,386.34433423453333,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Dry-cleaning machines,437.576395394094,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Drying cabinets,214.56249693534988,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Drying ovens,286.40482020230087,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Drying racks,326.0765140033578,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Drywall installation,439.7729019077538,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Drywall lifts,441.52622011261883,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Dumbbells,295.44057447291055,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Dust collection systems,202.13094654743279,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Dust collectors,261.62986020336905,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Dust mops,339.1912765848599,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Dust suppression systems,218.38415914614697,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Dusters,367.7117308535838,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Dutch Language,173.06244950825072,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Dynamic message signs,145.59423453173264,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Dynamic object-oriented requirements system DOORS,135.409994191981,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Dynamic positioning DP software,106.01550894526308,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Dynamometers,158.03014280999562,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
E-Verify,172.02979193446683,1,Business and management,Workforce digital skills,Non-High-tech skills,1
E-coat paint,222.1455601875034,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
EMBOSS,234.37470284248337,1,Trades,Design & marketing skills,Non-High-tech skills,1
EP guidelines,141.8937385546637,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
EPLAN software,50.244473261148585,1,Trades,Industrial modelling & geospatial skills,Non-High-tech skills,1
ERP software,129.1370267814803,1,Business and management,Workforce digital skills,Non-High-tech skills,1
"ESG (Envirnomental, Social and Governance)",112.90003008293745,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
ESRI ArcView,126.536102511118,1,General office,Industrial modelling & geospatial skills,Non-High-tech skills,1
ETABS,92.85796377473828,1,Business and management,Industrial modelling & geospatial skills,Non-High-tech skills,1
ETAP,21.902386112186772,1,General office,Industrial modelling & geospatial skills,Non-High-tech skills,1
Ear syringes,135.409994191981,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Earpieces,213.15933070147634,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Earth tampers,411.2903170263868,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Easy Dispatch,417.143041209218,1,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Echocardiography equipment,218.938309513549,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Ecological risk assessments,140.7103515494789,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Ecology,150.46266443409357,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Eddy Current Testing,244.58247477040734,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Edge banders,335.99849964137786,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Edge finders,234.54618398736494,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Edgecam,158.92202029045916,1,Trades,Industrial modelling & geospatial skills,Non-High-tech skills,1
Edgers,396.770464567531,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Educational toys,218.4716219763471,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Effluent treatment systems,169.5726951229285,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Egg gathering equipment,367.048218988094,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Eiffel,295.4164189235852,1,Communication and interaction,Workforce digital skills,Non-High-tech skills,1
Elbow pads,328.32274934818486,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Electric arc furnaces,207.406332371201,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Electric arc welding equipment,453.9147764598581,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Electric boilers,146.88640528747325,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Electric buffers,317.4093791576142,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Electric fryers,423.709522195929,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Electric grinders,346.3034049984544,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Electric hoists,229.12351213438473,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Electric knives,300.89401845871527,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Electric lifts,351.0672602020455,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Electric marking tools,296.1378514458019,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
