skill,lv.mod,fg.mod,coordinate,groupName,subGroupName,count,m,IM_geo.dum
GroupWise,1,1,41,Technologies,Electronic mail software,1398,205.01723792699826,0
Gyrocompasses,3,1,670,Tools and Equipment,Miscellaneous or unclassified,24,52.022920338769666,0
Gyroscopes,2,2,775,Tools and Equipment,Miscellaneous or unclassified,32,58.429209532100074,0
HCSS HeavyBid,1,1,368,Technologies,Project management software,67,82.84712740645035,0
HCSS HeavyJob,1,1,382,Technologies,Project management software,43,102.70690773278432,0
HDL (Hardware description language),2,3,1137,Technologies,Development environment software,244,187.94040346322046,0
HEC RAS,4,2,922,Technologies,Analytical or scientific software,90,105.67054329083189,1
HEC-2,4,1,738,Technologies,Analytical or scientific software,1,NA,1
HEC-HMS,4,2,920,Technologies,Analytical or scientific software,83,92.63679497141987,1
HEC-RAS,4,2,903,Technologies,Analytical or scientific software,195,96.81973130509705,1
HMS,4,1,736,Technologies,Medical software,352,220.66970029451542,1
HOMAG WoodWOP,4,2,986,Technologies,Computer aided manufacturing CAM software,23,243.1916839393839,1
HP DataProtector,3,3,1864,Technologies,Backup or archival software,17,112.76070500555504,0
HP Fortify,2,3,1628,Technologies,Network security or virtual private network VPN management software,7,91.09716709605516,0
HP Trim,5,4,2041,Technologies,Document management software,22,61.100592893861,0
HP WebInspect,2,3,1571,Technologies,Transaction security and virus protection software,33,40.33940214292842,0
HRMDirect,1,1,187,Technologies,Human resources software,1244,260.14006394373047,0
HTML  (Hypertext markup language),2,3,1048,Technologies,Web platform development software,19382,15.983045383121775,0
HTML5,2,3,1052,Technologies,Web platform development software,8032,24.901746227123105,0
HYPACK HYSWEEP,4,1,701,Technologies,Analytical or scientific software,9,54.396788114697046,1
Hardware-in-the-loop HIL simulation software,2,3,1559,Technologies,Analytical or scientific software,11,134.63641059602824,0
Harvard Graphics,4,2,891,Technologies,Graphics or photo imaging software,1,NA,1
HashiCorp Vagrant,3,3,1863,Technologies,Web platform development software,2,11.5384001064821,0
Haskell,2,3,1363,Technologies,Development environment software,134,123.6790277879253,0
Hazardous materials management HMS software,4,2,867,Technologies,Compliance software,111,90.25943348023716,1
Healthcare common procedure coding system HCPCS,4,2,993,Technologies,Medical software,37,224.5841132903002,1
Healthcare management system,1,1,520,Technologies,Medical software,21,109.45712989566,0
Help desk software,3,3,1738,Technologies,Helpdesk or call center software,693,40.05351463705881,0
Hewlett Packard HP Project Portfolio Management Solution,2,2,763,Technologies,Data base user interface and query software,1,135.409994191981,0
Hewlett Packard LoadRunner,2,3,1091,Technologies,Program testing software,12,10.646431297709924,0
Hexagon Intergraph,4,3,1872,Technologies,Map creation software,7,86.31119605859381,1
Hibernate ORM,2,3,1293,Technologies,Object oriented data base management software,25,7.007069203853398,0
High vacuum equipment,2,3,1562,Tools and Equipment,Miscellaneous or unclassified,4,10.1726057906459,0
HighJump Warehouse Advantage,1,3,1018,Technologies,Materials requirements planning logistics and supply chain software,1,NA,0
Honeypot,5,4,2035,Technologies,Transaction security and virus protection software,29,204.75264099177565,0
Hootsuite,5,4,1975,Technologies,Enterprise application integration software,7854,131.2695733252315,0
Hortonworks,2,3,1161,Technologies,Big Data,328,23.729272874865543,0
HotDocs,1,1,613,Technologies,Document management software,47,174.8684893685505,0
Hotel management system software,1,1,304,Technologies,Facilities management software,71,169.74532020558732,0
Hotspot,3,1,658,Technologies,Analytical or scientific software,940,271.68604115771643,0
Houdini,5,4,2133,Technologies,Video creation and editing software,1195,73.57031609248862,0
HubSpot software,1,1,610,Technologies,Sales and marketing software,15,151.79296435369872,0
Human machine interface HMI software,4,2,844,Technologies,Industrial control software,825,106.84867750512909,1
Human resource information system HRIS,1,1,24,Technologies,Human resources software,28832,172.05883845740834,0
Human resource management software HRMS,1,1,95,Technologies,Human resources software,3225,149.29026160980334,0
Human resources information system HRIS,1,1,116,Technologies,Human resources software,1343,174.36334888613217,0
Human resources management system HRMS,1,1,96,Technologies,Human resources software,110,156.67007758333156,0
Human resources software,1,1,175,Technologies,Human resources software,2192,169.67315216036118,0
Hydraulic modeling software,4,4,1930,Technologies,Analytical or scientific software,33,101.88080829562844,1
HyperSpace,3,2,788,Technologies,Configuration management software,84,237.42714227962404,0
Hyperion Enterprise,1,1,158,Technologies,Accounting software,33,116.0275258258483,0
IBM ADSTAR,1,1,627,Technologies,Backup or archival software,2,NA,0
IBM AIX,2,3,1171,Technologies,Operating system software,2457,36.25097024086954,0
IBM AS400,1,1,87,Technologies,Enterprise resource planning ERP software,13855,164.9260925468861,0
IBM AS400 Data Entry system/LIS,1,1,267,Technologies,Data base user interface and query software,335,180.2447167149572,0
IBM Cognos,2,3,1180,Technologies,Human resources software,919,46.553700740271466,0
IBM Cognos Business Intelligence,2,3,1339,Technologies,Business intelligence and data analysis software,110,76.61061145800375,0
IBM Cognos Impromptu,1,1,454,Technologies,Business intelligence and data analysis software,85,31.13712003452178,0
IBM Cognos Planning,1,1,222,Technologies,Enterprise resource planning ERP software,41,97.85195153918202,0
IBM Cognos ReportNet,4,2,941,Technologies,Enterprise resource planning ERP software,47,39.16311002035819,1
IBM Content Manager,2,3,1319,Technologies,Document management software,28,22.182622426840474,0
IBM DB2,2,3,1121,Technologies,Data base user interface and query software,5768,41.618384819800866,0
IBM Digital Analytics,5,4,1951,Technologies,Business intelligence and data analysis software,2788,87.62316748137238,0
IBM Director,3,3,1840,Technologies,Network monitoring software,14,115.49619119809854,0
IBM Domino,3,3,1769,Technologies,Communications server software,8,32.288626761924,0
IBM FileNet Content Manager,2,3,1510,Technologies,Content workflow software,2,3.38931297709924,0
IBM ILOG,2,3,1288,Technologies,Object or component oriented development software,17,13.973979810405371,0
IBM IMS,2,3,1406,Technologies,Data base user interface and query software,119,16.048209647644175,0
IBM InfoSphere DataStage,2,3,1330,Technologies,Enterprise application integration software,101,28.12195913286438,0
IBM Informix,2,3,1291,Technologies,Data base user interface and query software,6,22.95397059466171,0
IBM Infosphere Information Server,2,3,1329,Technologies,Data base management system software,33,60.17697927737449,0
IBM Interactive System Productivity Facility ISPF,2,3,1596,Technologies,Data base management system software,117,26.58102920600334,0
IBM Lotus Approach,1,1,541,Technologies,Data base user interface and query software,1,NA,0
IBM Lotus Notes,1,1,39,Technologies,Electronic mail software,3965,139.99885339826255,0
IBM MVS,2,3,1217,Technologies,Operating system software,656,75.78070371935655,0
IBM Maximo,1,1,45,Technologies,Enterprise resource planning ERP software,5947,157.7991592737958,0
IBM Maximo Asset Management,1,1,193,Technologies,Enterprise resource planning ERP software,118,117.67395172703804,0
IBM Middleware,2,3,1050,Technologies,Transaction server software,6788,38.69034204825758,0
IBM Notes,3,1,655,Technologies,Electronic mail software,66,90.51324938412579,0
IBM Power Systems software,2,3,1286,Technologies,Enterprise system management software,103,119.93757110184694,0
IBM QRadar SIEM,3,3,1851,Technologies,Network monitoring software,201,38.14576787467565,0
IBM Rational,2,3,1221,Technologies,Development environment software,272,19.1871082179192,0
IBM Rational Application Developer,2,3,1263,Technologies,Development environment software,77,8.668482168639859,0
IBM Rational ClearCase,2,3,1340,Technologies,Configuration management software,20,34.82099771662927,0
IBM Rational ClearQuest,2,3,1458,Technologies,Development environment software,66,25.24122238474699,0
IBM Rational DOORS,2,3,1220,Technologies,Requirements analysis and system architecture software,84,40.0837762676522,0
IBM Rational Data Architect,2,3,1555,Technologies,Metadata management software,1,NA,0
IBM Rational Functional Tester,2,3,1376,Technologies,Program testing software,41,11.01096654453976,0
IBM Rational Requisite Pro,2,3,1378,Technologies,Requirements analysis and system architecture software,17,32.0006309894704,0
IBM Rational RequisitePro,2,3,1324,Technologies,Requirements analysis and system architecture software,1,32.0006309894704,0
IBM Rational Robot,2,3,1466,Technologies,Program testing software,8,26.716857169631286,0
IBM Rational Rose,2,3,1388,Technologies,Development environment software,76,16.953980903527462,0
IBM Rational System Architect,2,3,1650,Technologies,Metadata management software,1,13.125,0
IBM SPSS Statistics,4,2,992,Technologies,Analytical or scientific software,52,43.515995040849354,1
IBM Tivoli Workload Scheduler,2,3,1398,Technologies,Operating system software,47,137.03470852865277,0
IBM WebSphere,2,3,1170,Technologies,Enterprise application integration software,3169,23.300921598890127,0
IBM WebSphere MQ,2,3,1255,Technologies,Enterprise application integration software,204,10.773906920048132,0
IBM i,2,3,1361,Technologies,Operating system software,254,35.050709291075925,0
IHS Kingdom,4,2,980,Technologies,Analytical or scientific software,6,54.9593152716093,1
IMPACT software,2,3,1381,Technologies,Web page creation and editing software,96,115.86185391509372,0
IOS,3,3,1676,Technologies,Operating system software,21026,118.40663696005417,0
IRIS,1,1,201,Technologies,Graphics or photo imaging software,3057,226.503486051092,0
ISO 27001,3,3,1678,Occupational Skills,IT infrastructure and cybersecurity,4383,69.13464645764647,0
ISO27000,3,3,1682,Occupational Skills,IT infrastructure and cybersecurity,516,57.058329492029756,0
ISO8583,2,3,1405,Occupational Skills,Banking and insurance,62,36.84805896974129,0
Idera,2,3,1627,Technologies,Data base management system software,15,74.92607357332656,0
Image analysis software,4,2,871,Technologies,Analytical or scientific software,79,62.01755148367377,1
Image capture software,5,4,2121,Technologies,Analytical or scientific software,8,NA,0
Image databases,5,4,2060,Technologies,Data base user interface and query software,31,133.2729112321557,0
Image editing software,5,4,1974,Technologies,Graphics or photo imaging software,1274,31.590226740284823,0
Image management software,5,4,2103,Technologies,Graphics or photo imaging software,23,147.2159771280157,0
Image processing software,5,4,2016,Technologies,Graphics or photo imaging software,168,54.61655832561761,0
Image processing systems,5,4,2046,Technologies,Graphics or photo imaging software,24,78.40097431482438,0
Imaging software,3,3,1693,Technologies,Graphics or photo imaging software,1169,125.85313657323174,0
Imaging systems,3,3,1717,Tools and Equipment,Information Technology and telecommunications,960,108.44915866754847,0
ImproMed Infinity,1,1,341,Technologies,Medical software,23,169.60056550360557,0
Incident command system ICS software,1,1,172,Technologies,Project management software,1303,120.23601047528172,0
Incident tracking software,3,3,1698,Technologies,Data base user interface and query software,51,80.31215041905008,0
